transaction_id,transaction_date,transaction_type,customer_id,customer_name,grain_type,operation,number_of_bags,bag_weight_kg,total_weight_kg,quality_grade,moisture_content
290,2024-11-06,Warehouse Movement,1836,Customer_1836,Maize,IN,90,25,2250,C,11.1
291,2023-04-11,Warehouse Movement,232,Customer_232,Maize,IN,47,25,1175,A,11.23
292,2024-01-24,Warehouse Movement,885,Customer_885,Barley,OUT,96,25,2400,B,12.73
293,2023-05-20,Warehouse Movement,1293,Customer_1293,Barley,OUT,98,25,2450,C,14.17
294,2024-10-11,Warehouse Movement,1833,Customer_1833,Barley,IN,24,25,600,A,11.63
295,2023-12-13,Warehouse Movement,1573,Customer_1573,Wheat,IN,13,50,650,C,16.27
296,2024-11-28,Warehouse Movement,97,Customer_97,Barley,OUT,192,25,4800,C,12.31
297,2023-07-01,Warehouse Movement,1807,Customer_1807,Maize,IN,188,25,4700,B,10.98
298,2023-05-25,Warehouse Movement,1685,Customer_1685,Millet,IN,120,50,6000,A,11.62
299,2024-08-01,Warehouse Movement,489,Customer_489,Wheat,OUT,112,25,2800,A,13.78
300,2024-05-20,Warehouse Movement,304,Customer_304,Barley,OUT,43,50,2150,C,10.41
301,2023-01-08,Warehouse Movement,259,Customer_259,Maize,OUT,22,25,550,B,15.63
302,2023-01-10,Warehouse Movement,1768,Customer_1768,Rice,IN,99,50,4950,C,14.45
303,2024-06-03,Warehouse Movement,370,Customer_370,Millet,OUT,79,25,1975,B,13.09
304,2023-10-06,Warehouse Movement,1191,Customer_1191,Maize,IN,122,25,3050,C,12.74
305,2023-10-31,Warehouse Movement,1007,Customer_1007,Maize,OUT,28,25,700,B,15.1
306,2024-08-06,Warehouse Movement,912,Customer_912,Wheat,OUT,22,50,1100,A,12.05
307,2023-09-16,Warehouse Movement,874,Customer_874,Wheat,IN,84,50,4200,C,12.67
308,2023-06-08,Warehouse Movement,1691,Customer_1691,Rice,OUT,184,50,9200,B,11.55
309,2024-11-13,Warehouse Movement,167,Customer_167,Barley,OUT,135,25,3375,C,14.9
310,2023-11-04,Warehouse Movement,744,Customer_744,Rice,IN,124,50,6200,A,15.58
311,2023-12-28,Warehouse Movement,1999,Customer_1999,Barley,IN,57,25,1425,A,14.88
312,2023-03-21,Warehouse Movement,585,Customer_585,Sorghum,IN,76,50,3800,C,12.15
313,2023-02-20,Warehouse Movement,714,Customer_714,Maize,IN,191,25,4775,C,11.0
314,2024-07-23,Warehouse Movement,687,Customer_687,Barley,OUT,148,25,3700,C,12.5
315,2023-07-21,Warehouse Movement,1076,Customer_1076,Wheat,IN,52,50,2600,C,13.71
316,2024-09-24,Warehouse Movement,334,Customer_334,Wheat,IN,32,25,800,C,15.27
317,2024-09-10,Warehouse Movement,439,Customer_439,Barley,OUT,77,25,1925,B,10.21
318,2023-11-25,Warehouse Movement,1596,Customer_1596,Maize,IN,87,25,2175,B,15.54
319,2023-11-10,Warehouse Movement,1472,Customer_1472,Wheat,IN,165,25,4125,B,16.13
320,2024-02-19,Warehouse Movement,634,Customer_634,Rice,IN,10,25,250,A,13.82
321,2024-08-29,Warehouse Movement,1887,Customer_1887,Rice,IN,139,25,3475,B,11.51
322,2024-05-12,Warehouse Movement,85,Customer_85,Maize,IN,178,50,8900,A,14.5
323,2023-02-09,Warehouse Movement,375,Customer_375,Wheat,OUT,91,25,2275,B,10.46
324,2023-10-20,Warehouse Movement,979,Customer_979,Barley,IN,158,50,7900,C,14.09
325,2023-06-16,Warehouse Movement,340,Customer_340,Barley,OUT,43,50,2150,A,13.04
326,2023-02-14,Warehouse Movement,1404,Customer_1404,Rice,OUT,46,25,1150,C,14.73
327,2023-10-30,Warehouse Movement,963,Customer_963,Sorghum,OUT,54,50,2700,A,10.7
328,2023-07-28,Warehouse Movement,335,Customer_335,Maize,IN,65,50,3250,C,13.72
329,2024-10-06,Warehouse Movement,1031,Customer_1031,Rice,IN,76,25,1900,C,15.69
330,2024-10-04,Warehouse Movement,1815,Customer_1815,Rice,OUT,16,25,400,B,13.18
331,2023-05-18,Warehouse Movement,1684,Customer_1684,Sorghum,IN,187,50,9350,C,10.87
332,2024-08-11,Warehouse Movement,556,Customer_556,Millet,OUT,131,50,6550,A,12.61
333,2023-06-01,Warehouse Movement,1821,Customer_1821,Millet,OUT,24,25,600,A,12.32
334,2023-11-19,Warehouse Movement,1045,Customer_1045,Wheat,OUT,193,25,4825,B,15.11
335,2024-08-20,Warehouse Movement,230,Customer_230,Millet,OUT,177,50,8850,C,14.7
336,2023-02-18,Warehouse Movement,557,Customer_557,Sorghum,IN,60,25,1500,A,14.79
337,2023-02-10,Warehouse Movement,1244,Customer_1244,Maize,OUT,62,50,3100,B,16.45
338,2024-10-18,Warehouse Movement,292,Customer_292,Millet,OUT,198,50,9900,A,10.23
339,2024-09-02,Warehouse Movement,856,Customer_856,Barley,IN,141,25,3525,C,12.14
340,2023-08-24,Warehouse Movement,102,Customer_102,Maize,IN,48,50,2400,B,15.19
341,2024-03-19,Warehouse Movement,51,Customer_51,Maize,OUT,12,50,600,A,13.06
342,2024-05-11,Warehouse Movement,361,Customer_361,Wheat,OUT,55,25,1375,C,16.4
343,2023-11-10,Warehouse Movement,1220,Customer_1220,Millet,IN,155,50,7750,A,11.34
344,2024-08-19,Warehouse Movement,418,Customer_418,Barley,OUT,117,50,5850,C,12.66
345,2024-09-13,Warehouse Movement,1585,Customer_1585,Barley,OUT,14,50,700,C,15.9
346,2023-06-08,Warehouse Movement,29,Customer_29,Sorghum,OUT,81,50,4050,B,13.52
347,2023-04-29,Warehouse Movement,1380,Customer_1380,Maize,OUT,89,25,2225,B,10.33
348,2023-04-15,Warehouse Movement,1929,Customer_1929,Millet,OUT,161,50,8050,A,14.93
349,2024-08-16,Warehouse Movement,1212,Customer_1212,Millet,OUT,129,25,3225,A,10.99
350,2024-11-23,Warehouse Movement,835,Customer_835,Sorghum,IN,144,25,3600,C,15.61
351,2023-04-13,Warehouse Movement,724,Customer_724,Rice,OUT,161,50,8050,B,15.37
352,2024-04-27,Warehouse Movement,186,Customer_186,Millet,OUT,114,25,2850,A,14.22
353,2023-03-21,Warehouse Movement,786,Customer_786,Millet,IN,42,25,1050,B,15.05
354,2023-09-21,Warehouse Movement,1600,Customer_1600,Maize,IN,101,50,5050,A,15.47
355,2023-05-25,Warehouse Movement,1641,Customer_1641,Maize,IN,36,50,1800,B,13.88
356,2024-05-09,Warehouse Movement,811,Customer_811,Barley,IN,21,50,1050,A,10.75
357,2024-10-13,Warehouse Movement,1881,Customer_1881,Millet,OUT,52,25,1300,A,12.96
358,2024-06-26,Warehouse Movement,1293,Customer_1293,Rice,OUT,181,50,9050,C,16.21
359,2023-04-23,Warehouse Movement,1129,Customer_1129,Rice,IN,136,25,3400,A,14.42
360,2023-06-26,Warehouse Movement,1171,Customer_1171,Maize,OUT,127,25,3175,C,12.23
361,2023-02-21,Warehouse Movement,801,Customer_801,Wheat,OUT,15,50,750,C,13.81
362,2023-12-07,Warehouse Movement,684,Customer_684,Millet,IN,29,50,1450,C,10.08
363,2023-04-20,Warehouse Movement,363,Customer_363,Millet,OUT,124,25,3100,B,15.63
364,2023-12-27,Warehouse Movement,1304,Customer_1304,Wheat,IN,18,50,900,B,13.99
365,2024-08-29,Warehouse Movement,154,Customer_154,Rice,IN,59,50,2950,B,16.31
366,2024-10-13,Warehouse Movement,692,Customer_692,Millet,OUT,151,50,7550,C,16.06
367,2024-09-14,Warehouse Movement,1201,Customer_1201,Rice,IN,64,50,3200,A,13.59
368,2023-10-12,Warehouse Movement,995,Customer_995,Wheat,IN,62,50,3100,A,13.39
369,2023-08-29,Warehouse Movement,770,Customer_770,Rice,OUT,161,50,8050,A,11.86
370,2023-02-12,Warehouse Movement,1477,Customer_1477,Maize,IN,149,25,3725,A,15.8
371,2024-06-11,Warehouse Movement,1265,Customer_1265,Rice,IN,56,50,2800,A,15.5
372,2023-05-16,Warehouse Movement,28,Customer_28,Rice,IN,157,25,3925,B,14.87
373,2023-07-14,Warehouse Movement,489,Customer_489,Rice,IN,191,50,9550,B,16.17
374,2023-11-22,Warehouse Movement,125,Customer_125,Sorghum,OUT,191,50,9550,B,12.73
375,2023-06-24,Warehouse Movement,534,Customer_534,Millet,IN,131,25,3275,C,10.39
376,2023-04-10,Warehouse Movement,178,Customer_178,Rice,OUT,93,25,2325,B,10.48
377,2024-07-17,Warehouse Movement,1860,Customer_1860,Wheat,OUT,195,50,9750,B,11.98
378,2024-05-30,Warehouse Movement,237,Customer_237,Millet,IN,115,25,2875,A,15.14
379,2023-06-25,Warehouse Movement,1027,Customer_1027,Barley,IN,77,50,3850,A,11.96
380,2023-11-04,Warehouse Movement,611,Customer_611,Rice,OUT,24,50,1200,B,12.53
381,2023-07-22,Warehouse Movement,1989,Customer_1989,Barley,OUT,184,25,4600,C,13.88
382,2024-06-28,Warehouse Movement,1917,Customer_1917,Barley,OUT,26,50,1300,B,12.05
383,2024-01-28,Warehouse Movement,1603,Customer_1603,Maize,IN,129,25,3225,A,13.53
384,2024-10-15,Warehouse Movement,1964,Customer_1964,Maize,OUT,133,50,6650,B,10.75
385,2023-07-22,Warehouse Movement,600,Customer_600,Rice,IN,132,25,3300,B,12.26
386,2024-01-06,Warehouse Movement,433,Customer_433,Millet,IN,128,25,3200,C,12.43
387,2023-08-20,Warehouse Movement,851,Customer_851,Rice,OUT,13,50,650,C,12.54
388,2024-05-31,Warehouse Movement,474,Customer_474,Millet,IN,118,50,5900,B,12.6
389,2023-02-11,Warehouse Movement,1949,Customer_1949,Rice,OUT,153,50,7650,B,10.83
390,2023-03-02,Warehouse Movement,1795,Customer_1795,Wheat,OUT,119,25,2975,B,12.12
391,2024-03-01,Warehouse Movement,1200,Customer_1200,Wheat,OUT,198,25,4950,A,14.45
392,2023-08-15,Warehouse Movement,1054,Customer_1054,Maize,IN,98,25,2450,B,12.4
393,2023-09-26,Warehouse Movement,46,Customer_46,Wheat,IN,70,25,1750,A,13.8
394,2024-03-19,Warehouse Movement,1253,Customer_1253,Barley,OUT,14,50,700,A,15.98
395,2023-11-24,Warehouse Movement,1648,Customer_1648,Sorghum,IN,58,50,2900,B,14.82
396,2023-05-19,Warehouse Movement,342,Customer_342,Barley,OUT,108,50,5400,A,12.85
397,2024-02-06,Warehouse Movement,1462,Customer_1462,Wheat,OUT,89,25,2225,B,12.6
398,2024-03-28,Warehouse Movement,1379,Customer_1379,Wheat,IN,62,50,3100,B,12.3
399,2023-05-28,Warehouse Movement,1434,Customer_1434,Sorghum,IN,153,50,7650,B,15.48
400,2023-04-13,Warehouse Movement,1648,Customer_1648,Rice,IN,35,25,875,C,13.07
401,2023-02-06,Warehouse Movement,767,Customer_767,Rice,OUT,98,25,2450,B,11.38
402,2023-11-29,Warehouse Movement,981,Customer_981,Millet,OUT,178,25,4450,A,14.84
403,2024-06-24,Warehouse Movement,1203,Customer_1203,Millet,IN,66,25,1650,A,11.25
404,2024-03-25,Warehouse Movement,39,Customer_39,Barley,IN,73,25,1825,A,16.45
405,2023-08-24,Warehouse Movement,686,Customer_686,Barley,OUT,191,50,9550,B,12.09
406,2024-01-16,Warehouse Movement,1511,Customer_1511,Wheat,IN,48,50,2400,A,14.16
407,2024-11-16,Warehouse Movement,474,Customer_474,Barley,OUT,169,25,4225,C,10.46
408,2024-03-27,Warehouse Movement,830,Customer_830,Millet,IN,177,25,4425,A,13.63
409,2023-12-19,Warehouse Movement,153,Customer_153,Rice,OUT,50,50,2500,B,13.82
410,2024-09-23,Warehouse Movement,1191,Customer_1191,Wheat,OUT,119,25,2975,A,15.4
411,2023-08-23,Warehouse Movement,528,Customer_528,Rice,OUT,90,25,2250,B,11.09
412,2023-02-07,Warehouse Movement,799,Customer_799,Rice,OUT,40,50,2000,C,12.98
413,2024-03-15,Warehouse Movement,955,Customer_955,Millet,OUT,91,25,2275,B,15.61
414,2024-08-26,Warehouse Movement,640,Customer_640,Millet,OUT,193,50,9650,B,13.31
415,2023-12-03,Warehouse Movement,325,Customer_325,Maize,IN,103,25,2575,B,12.93
416,2024-07-10,Warehouse Movement,450,Customer_450,Wheat,OUT,189,50,9450,C,14.87
417,2024-01-10,Warehouse Movement,730,Customer_730,Maize,OUT,55,50,2750,B,14.57
418,2024-08-14,Warehouse Movement,611,Customer_611,Barley,IN,130,25,3250,A,12.84
419,2024-03-24,Warehouse Movement,1885,Customer_1885,Millet,OUT,155,50,7750,B,13.93
420,2023-08-19,Warehouse Movement,1473,Customer_1473,Maize,IN,135,25,3375,B,16.48
421,2023-02-11,Warehouse Movement,1219,Customer_1219,Rice,OUT,55,50,2750,A,12.37
422,2024-04-10,Warehouse Movement,1925,Customer_1925,Sorghum,OUT,75,25,1875,B,13.7
423,2024-08-22,Warehouse Movement,869,Customer_869,Sorghum,OUT,167,50,8350,C,13.6
424,2023-06-21,Warehouse Movement,1170,Customer_1170,Barley,OUT,127,25,3175,A,14.75
425,2024-11-14,Warehouse Movement,63,Customer_63,Millet,OUT,84,25,2100,C,15.93
426,2023-12-26,Warehouse Movement,1379,Customer_1379,Barley,IN,51,50,2550,A,13.2
427,2023-12-25,Warehouse Movement,1507,Customer_1507,Maize,IN,17,50,850,A,10.86
428,2023-01-11,Warehouse Movement,1532,Customer_1532,Barley,IN,41,25,1025,C,14.32
429,2023-12-11,Warehouse Movement,119,Customer_119,Barley,OUT,176,25,4400,C,11.21
430,2023-03-12,Warehouse Movement,1671,Customer_1671,Millet,OUT,121,25,3025,C,14.6
431,2024-07-30,Warehouse Movement,289,Customer_289,Wheat,IN,95,25,2375,A,11.24
432,2023-05-31,Warehouse Movement,356,Customer_356,Rice,IN,131,25,3275,A,15.47
433,2024-03-26,Warehouse Movement,94,Customer_94,Maize,OUT,194,50,9700,C,11.2
434,2024-07-15,Warehouse Movement,328,Customer_328,Maize,IN,110,50,5500,B,14.28
435,2023-07-22,Warehouse Movement,584,Customer_584,Wheat,OUT,200,25,5000,B,13.3
436,2023-10-05,Warehouse Movement,1180,Customer_1180,Barley,OUT,66,25,1650,B,13.45
437,2024-08-16,Warehouse Movement,1235,Customer_1235,Sorghum,OUT,94,25,2350,B,10.47
438,2023-11-06,Warehouse Movement,500,Customer_500,Sorghum,IN,158,25,3950,A,16.08
439,2024-04-12,Warehouse Movement,839,Customer_839,Millet,IN,128,25,3200,A,14.96
440,2024-02-09,Warehouse Movement,1096,Customer_1096,Maize,OUT,24,50,1200,B,13.42
441,2023-04-07,Warehouse Movement,1072,Customer_1072,Rice,IN,138,25,3450,A,11.83
442,2024-10-29,Warehouse Movement,1580,Customer_1580,Sorghum,OUT,98,25,2450,B,14.05
443,2024-09-01,Warehouse Movement,1054,Customer_1054,Wheat,OUT,122,25,3050,B,15.64
444,2023-05-11,Warehouse Movement,954,Customer_954,Sorghum,OUT,15,25,375,B,10.62
445,2023-04-06,Warehouse Movement,1462,Customer_1462,Rice,IN,138,25,3450,A,12.62
446,2023-05-03,Warehouse Movement,1646,Customer_1646,Sorghum,OUT,75,25,1875,A,12.25
447,2023-09-14,Warehouse Movement,1842,Customer_1842,Wheat,IN,173,25,4325,A,16.1
448,2024-11-24,Warehouse Movement,1173,Customer_1173,Maize,OUT,92,25,2300,C,11.05
449,2023-11-13,Warehouse Movement,903,Customer_903,Wheat,OUT,41,50,2050,A,13.4
450,2024-11-05,Warehouse Movement,1512,Customer_1512,Rice,OUT,99,50,4950,C,15.18
451,2023-05-27,Warehouse Movement,171,Customer_171,Rice,IN,34,50,1700,C,10.45
452,2024-08-06,Warehouse Movement,1848,Customer_1848,Sorghum,IN,162,25,4050,A,10.22
453,2023-12-02,Warehouse Movement,1893,Customer_1893,Maize,OUT,164,25,4100,B,15.57
454,2024-06-13,Warehouse Movement,738,Customer_738,Maize,IN,60,50,3000,A,13.23
455,2024-05-31,Warehouse Movement,1462,Customer_1462,Millet,IN,62,25,1550,C,12.75
456,2023-02-28,Warehouse Movement,250,Customer_250,Sorghum,IN,164,25,4100,B,11.7
457,2023-05-14,Warehouse Movement,1109,Customer_1109,Maize,IN,79,50,3950,B,14.81
458,2023-06-04,Warehouse Movement,1708,Customer_1708,Sorghum,IN,30,50,1500,C,15.48
459,2024-08-10,Warehouse Movement,1385,Customer_1385,Millet,IN,143,25,3575,A,13.93
460,2023-05-01,Warehouse Movement,1743,Customer_1743,Barley,IN,121,50,6050,B,14.76
461,2024-11-06,Warehouse Movement,123,Customer_123,Sorghum,IN,57,25,1425,B,14.8
462,2024-04-09,Warehouse Movement,1841,Customer_1841,Maize,IN,160,50,8000,C,15.34
463,2024-06-12,Warehouse Movement,1264,Customer_1264,Maize,OUT,39,50,1950,C,13.73
464,2024-03-14,Warehouse Movement,1276,Customer_1276,Rice,IN,191,50,9550,A,11.48
465,2024-04-22,Warehouse Movement,672,Customer_672,Maize,OUT,30,25,750,C,12.83
466,2023-03-01,Warehouse Movement,1307,Customer_1307,Millet,OUT,57,25,1425,B,12.53
467,2024-05-28,Warehouse Movement,1645,Customer_1645,Sorghum,OUT,161,25,4025,C,14.19
468,2024-03-09,Warehouse Movement,1215,Customer_1215,Wheat,OUT,77,50,3850,C,13.06
469,2023-03-01,Warehouse Movement,1712,Customer_1712,Rice,IN,112,50,5600,C,14.82
470,2024-09-09,Warehouse Movement,1746,Customer_1746,Barley,OUT,60,25,1500,C,12.79
471,2023-11-06,Warehouse Movement,1815,Customer_1815,Sorghum,OUT,66,25,1650,A,12.92
472,2023-08-05,Warehouse Movement,483,Customer_483,Millet,IN,113,50,5650,C,15.3
473,2023-12-26,Warehouse Movement,548,Customer_548,Barley,IN,154,50,7700,C,15.12
474,2023-10-21,Warehouse Movement,492,Customer_492,Maize,IN,41,50,2050,A,10.53
475,2024-09-22,Warehouse Movement,290,Customer_290,Rice,OUT,99,50,4950,C,11.58
476,2024-06-16,Warehouse Movement,1464,Customer_1464,Barley,OUT,102,25,2550,A,15.56
477,2023-07-04,Warehouse Movement,1531,Customer_1531,Rice,OUT,87,50,4350,B,16.41
478,2023-01-30,Warehouse Movement,1501,Customer_1501,Millet,OUT,21,25,525,B,14.15
479,2023-08-14,Warehouse Movement,1133,Customer_1133,Millet,IN,28,50,1400,B,13.73
480,2023-12-13,Warehouse Movement,1455,Customer_1455,Maize,IN,91,50,4550,B,15.85
481,2023-12-23,Warehouse Movement,1809,Customer_1809,Rice,OUT,87,50,4350,A,12.49
482,2023-03-26,Warehouse Movement,1550,Customer_1550,Wheat,OUT,121,50,6050,B,10.31
483,2024-04-12,Warehouse Movement,1832,Customer_1832,Sorghum,IN,48,25,1200,A,12.46
484,2023-09-22,Warehouse Movement,1814,Customer_1814,Barley,OUT,115,25,2875,A,15.7
485,2023-07-19,Warehouse Movement,1118,Customer_1118,Barley,OUT,108,50,5400,A,15.9
486,2023-12-09,Warehouse Movement,1996,Customer_1996,Millet,OUT,87,50,4350,C,10.13
487,2024-05-04,Warehouse Movement,1797,Customer_1797,Wheat,OUT,20,25,500,A,16.42
488,2024-09-02,Warehouse Movement,1757,Customer_1757,Sorghum,OUT,47,25,1175,B,11.94
489,2023-12-12,Warehouse Movement,1141,Customer_1141,Rice,OUT,130,50,6500,A,15.71
490,2023-11-12,Warehouse Movement,494,Customer_494,Maize,OUT,195,25,4875,B,14.22
491,2023-03-18,Warehouse Movement,1257,Customer_1257,Rice,IN,183,25,4575,A,14.47
492,2024-07-24,Warehouse Movement,847,Customer_847,Barley,OUT,66,50,3300,C,16.09
493,2023-03-01,Warehouse Movement,1468,Customer_1468,Maize,IN,136,50,6800,A,16.31
494,2023-07-13,Warehouse Movement,903,Customer_903,Millet,OUT,179,25,4475,B,10.38
495,2024-01-26,Warehouse Movement,178,Customer_178,Millet,IN,15,50,750,A,13.73
496,2024-10-05,Warehouse Movement,1655,Customer_1655,Wheat,OUT,115,50,5750,A,14.55
497,2023-10-12,Warehouse Movement,1146,Customer_1146,Maize,OUT,145,25,3625,A,16.04
498,2023-05-29,Warehouse Movement,284,Customer_284,Maize,OUT,142,25,3550,C,16.39
499,2023-11-12,Warehouse Movement,453,Customer_453,Millet,IN,67,25,1675,B,14.0
500,2024-03-18,Warehouse Movement,769,Customer_769,Sorghum,OUT,64,25,1600,B,12.88
501,2024-01-13,Warehouse Movement,584,Customer_584,Millet,IN,185,25,4625,B,12.9
502,2024-03-30,Warehouse Movement,979,Customer_979,Rice,OUT,163,50,8150,C,15.42
503,2024-07-03,Warehouse Movement,1944,Customer_1944,Sorghum,IN,176,50,8800,A,10.3
504,2023-06-13,Warehouse Movement,1133,Customer_1133,Millet,IN,120,25,3000,B,10.78
505,2024-10-05,Warehouse Movement,1574,Customer_1574,Millet,OUT,122,50,6100,C,15.51
506,2023-10-30,Warehouse Movement,768,Customer_768,Maize,OUT,197,50,9850,A,10.94
507,2024-03-25,Warehouse Movement,1413,Customer_1413,Wheat,IN,125,50,6250,A,11.96
508,2023-07-21,Warehouse Movement,663,Customer_663,Barley,IN,23,50,1150,A,13.58
509,2023-02-11,Warehouse Movement,1551,Customer_1551,Sorghum,OUT,175,25,4375,C,15.16
510,2024-06-13,Warehouse Movement,1563,Customer_1563,Maize,IN,147,25,3675,A,12.23
511,2023-12-12,Warehouse Movement,111,Customer_111,Wheat,IN,110,25,2750,C,12.22
512,2023-03-11,Warehouse Movement,108,Customer_108,Millet,OUT,78,25,1950,A,14.36
513,2024-01-20,Warehouse Movement,1856,Customer_1856,Maize,IN,137,25,3425,B,10.5
514,2023-07-05,Warehouse Movement,1503,Customer_1503,Millet,IN,119,25,2975,A,11.71
515,2023-01-28,Warehouse Movement,720,Customer_720,Maize,IN,24,25,600,A,11.68
516,2024-10-09,Warehouse Movement,274,Customer_274,Sorghum,OUT,116,50,5800,A,14.36
517,2024-05-03,Warehouse Movement,143,Customer_143,Barley,IN,142,50,7100,A,12.84
518,2024-07-26,Warehouse Movement,260,Customer_260,Sorghum,OUT,83,50,4150,C,12.65
519,2023-05-03,Warehouse Movement,1540,Customer_1540,Millet,IN,27,50,1350,A,11.44
520,2024-02-23,Warehouse Movement,395,Customer_395,Millet,OUT,135,25,3375,A,10.21
521,2024-08-05,Warehouse Movement,1746,Customer_1746,Rice,OUT,97,25,2425,A,15.16
522,2024-05-17,Warehouse Movement,557,Customer_557,Wheat,IN,181,25,4525,C,10.15
523,2024-01-22,Warehouse Movement,1968,Customer_1968,Sorghum,IN,183,50,9150,A,12.11
524,2023-04-19,Warehouse Movement,884,Customer_884,Barley,OUT,128,50,6400,B,11.79
525,2023-12-26,Warehouse Movement,1783,Customer_1783,Millet,OUT,49,50,2450,C,16.15
526,2023-09-29,Warehouse Movement,1888,Customer_1888,Maize,IN,16,50,800,A,15.13
527,2023-11-17,Warehouse Movement,1156,Customer_1156,Rice,OUT,128,50,6400,C,15.41
528,2024-01-09,Warehouse Movement,1897,Customer_1897,Sorghum,OUT,34,25,850,B,15.65
529,2024-10-08,Warehouse Movement,1238,Customer_1238,Sorghum,IN,17,25,425,B,11.14
530,2024-09-13,Warehouse Movement,1099,Customer_1099,Wheat,IN,57,50,2850,B,16.08
531,2023-04-17,Warehouse Movement,400,Customer_400,Rice,OUT,77,50,3850,B,12.27
532,2023-08-04,Warehouse Movement,407,Customer_407,Wheat,OUT,141,50,7050,A,14.55
533,2023-08-29,Warehouse Movement,1176,Customer_1176,Rice,IN,75,25,1875,A,15.82
534,2023-03-02,Warehouse Movement,795,Customer_795,Rice,OUT,97,50,4850,B,11.58
535,2023-01-30,Warehouse Movement,10,Customer_10,Wheat,OUT,75,25,1875,A,12.53
536,2023-02-24,Warehouse Movement,1072,Customer_1072,Maize,OUT,110,50,5500,B,16.23
537,2024-07-25,Warehouse Movement,540,Customer_540,Millet,IN,185,50,9250,B,11.28
538,2023-01-30,Warehouse Movement,6,Customer_6,Maize,IN,191,50,9550,C,14.9
539,2024-02-08,Warehouse Movement,817,Customer_817,Millet,OUT,145,25,3625,B,10.68
540,2023-06-11,Warehouse Movement,1691,Customer_1691,Maize,IN,31,50,1550,A,10.54
541,2023-05-10,Warehouse Movement,248,Customer_248,Barley,IN,75,25,1875,C,12.97
542,2024-07-22,Warehouse Movement,440,Customer_440,Maize,OUT,66,50,3300,A,11.5
543,2023-07-07,Warehouse Movement,597,Customer_597,Sorghum,OUT,172,50,8600,B,16.2
544,2023-08-29,Warehouse Movement,177,Customer_177,Sorghum,IN,160,25,4000,A,10.32
545,2023-12-07,Warehouse Movement,840,Customer_840,Barley,IN,122,50,6100,A,14.46
546,2023-05-21,Warehouse Movement,818,Customer_818,Wheat,IN,142,25,3550,B,11.33
547,2023-08-06,Warehouse Movement,1201,Customer_1201,Sorghum,IN,14,25,350,C,13.23
548,2024-03-13,Warehouse Movement,416,Customer_416,Sorghum,IN,49,25,1225,A,10.52
549,2024-07-10,Warehouse Movement,1377,Customer_1377,Millet,OUT,73,25,1825,A,13.75
550,2024-06-29,Warehouse Movement,1584,Customer_1584,Rice,OUT,149,25,3725,C,13.22
551,2023-06-12,Warehouse Movement,681,Customer_681,Rice,IN,70,25,1750,C,11.01
552,2023-09-03,Warehouse Movement,325,Customer_325,Barley,IN,140,25,3500,C,10.61
553,2024-09-11,Warehouse Movement,782,Customer_782,Maize,IN,15,25,375,B,12.48
554,2023-06-06,Warehouse Movement,1252,Customer_1252,Maize,IN,151,25,3775,C,14.54
